Epoch [1/200], Loss: 0.0659
Epoch [2/200], Loss: 0.0530
Epoch [3/200], Loss: 0.0505
Epoch [4/200], Loss: 0.0506
Epoch [5/200], Loss: 0.0502
-- Evaluation after Epoch [5/200], Test Loss: 0.0959
New best test loss: 0.0959. Saving model.
Epoch [6/200], Loss: 0.0497
Epoch [7/200], Loss: 0.0493
Epoch [8/200], Loss: 0.0480
Epoch [9/200], Loss: 0.0478
Epoch [10/200], Loss: 0.0477
-- Evaluation after Epoch [10/200], Test Loss: 0.0824
New best test loss: 0.0824. Saving model.
Epoch [11/200], Loss: 0.0467
Epoch [12/200], Loss: 0.0476
Epoch [13/200], Loss: 0.0461
Epoch [14/200], Loss: 0.0455
Epoch [15/200], Loss: 0.0462
-- Evaluation after Epoch [15/200], Test Loss: 0.0700
New best test loss: 0.0700. Saving model.
Epoch [16/200], Loss: 0.0451
Epoch [17/200], Loss: 0.0447
Epoch [18/200], Loss: 0.0450
Epoch [19/200], Loss: 0.0446
Epoch [20/200], Loss: 0.0437
-- Evaluation after Epoch [20/200], Test Loss: 0.0654
New best test loss: 0.0654. Saving model.
Epoch [21/200], Loss: 0.0430
Epoch [22/200], Loss: 0.0428
Epoch [23/200], Loss: 0.0427
Epoch [24/200], Loss: 0.0420
Epoch [25/200], Loss: 0.0418
-- Evaluation after Epoch [25/200], Test Loss: 0.0773
Epoch [26/200], Loss: 0.0418
Epoch [27/200], Loss: 0.0418
Epoch [28/200], Loss: 0.0415
Epoch [29/200], Loss: 0.0408
Epoch [30/200], Loss: 0.0417
-- Evaluation after Epoch [30/200], Test Loss: 0.1108
Epoch [31/200], Loss: 0.0418
Epoch [32/200], Loss: 0.0410
Epoch [33/200], Loss: 0.0402
Epoch [34/200], Loss: 0.0404
Epoch [35/200], Loss: 0.0397
-- Evaluation after Epoch [35/200], Test Loss: 0.0643
New best test loss: 0.0643. Saving model.
Epoch [36/200], Loss: 0.0400
Epoch [37/200], Loss: 0.0384
Epoch [38/200], Loss: 0.0385
Epoch [39/200], Loss: 0.0383
Epoch [40/200], Loss: 0.0379
-- Evaluation after Epoch [40/200], Test Loss: 0.0618
New best test loss: 0.0618. Saving model.
Epoch [41/200], Loss: 0.0377
Epoch [42/200], Loss: 0.0376
Epoch [43/200], Loss: 0.0377
Epoch [44/200], Loss: 0.0366
Epoch [45/200], Loss: 0.0367
-- Evaluation after Epoch [45/200], Test Loss: 0.0804
Epoch [46/200], Loss: 0.0369
Epoch [47/200], Loss: 0.0365
Epoch [48/200], Loss: 0.0358
Epoch [49/200], Loss: 0.0349
Epoch [50/200], Loss: 0.0352
-- Evaluation after Epoch [50/200], Test Loss: 0.0676
Epoch [51/200], Loss: 0.0353
Epoch [52/200], Loss: 0.0343
Epoch [53/200], Loss: 0.0346
Epoch [54/200], Loss: 0.0339
Epoch [55/200], Loss: 0.0363
-- Evaluation after Epoch [55/200], Test Loss: 0.0614
New best test loss: 0.0614. Saving model.
Epoch [56/200], Loss: 0.0348
Epoch [57/200], Loss: 0.0351
Epoch [58/200], Loss: 0.0339
Epoch [59/200], Loss: 0.0328
Epoch [60/200], Loss: 0.0327
-- Evaluation after Epoch [60/200], Test Loss: 0.0722
Epoch [61/200], Loss: 0.0320
Epoch [62/200], Loss: 0.0329
Epoch [63/200], Loss: 0.0330
Epoch [64/200], Loss: 0.0317
Epoch [65/200], Loss: 0.0321
-- Evaluation after Epoch [65/200], Test Loss: 0.0775
Epoch [66/200], Loss: 0.0317
Epoch [67/200], Loss: 0.0310
Epoch [68/200], Loss: 0.0318
Epoch [69/200], Loss: 0.0309
Epoch [70/200], Loss: 0.0309
-- Evaluation after Epoch [70/200], Test Loss: 0.0839
Epoch [71/200], Loss: 0.0307
Epoch [72/200], Loss: 0.0300
Epoch [73/200], Loss: 0.0304
Epoch [74/200], Loss: 0.0298
Epoch [75/200], Loss: 0.0300
-- Evaluation after Epoch [75/200], Test Loss: 0.0763
Epoch [76/200], Loss: 0.0300
Epoch [77/200], Loss: 0.0298
Epoch [78/200], Loss: 0.0305
Epoch [79/200], Loss: 0.0294
Epoch [80/200], Loss: 0.0288
-- Evaluation after Epoch [80/200], Test Loss: 0.0703
Epoch [81/200], Loss: 0.0295
Epoch [82/200], Loss: 0.0291
Epoch [83/200], Loss: 0.0295
Epoch [84/200], Loss: 0.0287
Epoch [85/200], Loss: 0.0297
-- Evaluation after Epoch [85/200], Test Loss: 0.0724
Epoch [86/200], Loss: 0.0302
Epoch [87/200], Loss: 0.0297
Epoch [88/200], Loss: 0.0293
Epoch [89/200], Loss: 0.0298
Epoch [90/200], Loss: 0.0306
-- Evaluation after Epoch [90/200], Test Loss: 0.0655
Epoch [91/200], Loss: 0.0305
Epoch [92/200], Loss: 0.0292
Epoch [93/200], Loss: 0.0291
Epoch [94/200], Loss: 0.0292
Epoch [95/200], Loss: 0.0299
-- Evaluation after Epoch [95/200], Test Loss: 0.0642
Epoch [96/200], Loss: 0.0305
Epoch [97/200], Loss: 0.0300
Epoch [98/200], Loss: 0.0297
Epoch [99/200], Loss: 0.0292
Epoch [100/200], Loss: 0.0295
-- Evaluation after Epoch [100/200], Test Loss: 0.0610
New best test loss: 0.0610. Saving model.
Epoch [101/200], Loss: 0.0301
Epoch [102/200], Loss: 0.0300
Epoch [103/200], Loss: 0.0297
Epoch [104/200], Loss: 0.0304
Epoch [105/200], Loss: 0.0307
-- Evaluation after Epoch [105/200], Test Loss: 0.0609
New best test loss: 0.0609. Saving model.
Epoch [106/200], Loss: 0.0297
Epoch [107/200], Loss: 0.0297
Epoch [108/200], Loss: 0.0293
Epoch [109/200], Loss: 0.0287
Epoch [110/200], Loss: 0.0289
-- Evaluation after Epoch [110/200], Test Loss: 0.0560
New best test loss: 0.0560. Saving model.
Epoch [111/200], Loss: 0.0290
Epoch [112/200], Loss: 0.0284
Epoch [113/200], Loss: 0.0286
Epoch [114/200], Loss: 0.0287
Epoch [115/200], Loss: 0.0289
-- Evaluation after Epoch [115/200], Test Loss: 0.0568
Epoch [116/200], Loss: 0.0291
Epoch [117/200], Loss: 0.0301
Epoch [118/200], Loss: 0.0308
Epoch [119/200], Loss: 0.0305
Epoch [120/200], Loss: 0.0290
-- Evaluation after Epoch [120/200], Test Loss: 0.0624
Epoch [121/200], Loss: 0.0281
Epoch [122/200], Loss: 0.0271
Epoch [123/200], Loss: 0.0265
Epoch [124/200], Loss: 0.0267
Epoch [125/200], Loss: 0.0259
-- Evaluation after Epoch [125/200], Test Loss: 0.0622
Epoch [126/200], Loss: 0.0264
Epoch [127/200], Loss: 0.0266
Epoch [128/200], Loss: 0.0268
Epoch [129/200], Loss: 0.0267
Epoch [130/200], Loss: 0.0268
-- Evaluation after Epoch [130/200], Test Loss: 0.0679
Epoch [131/200], Loss: 0.0266
Epoch [132/200], Loss: 0.0264
Epoch [133/200], Loss: 0.0273
Epoch [134/200], Loss: 0.0303
Epoch [135/200], Loss: 0.0292
-- Evaluation after Epoch [135/200], Test Loss: 0.0564
Epoch [136/200], Loss: 0.0273
Epoch [137/200], Loss: 0.0263
Epoch [138/200], Loss: 0.0263
Epoch [139/200], Loss: 0.0271
Epoch [140/200], Loss: 0.0276
-- Evaluation after Epoch [140/200], Test Loss: 0.0618
Epoch [141/200], Loss: 0.0270
Epoch [142/200], Loss: 0.0269
Epoch [143/200], Loss: 0.0260
Epoch [144/200], Loss: 0.0268
Epoch [145/200], Loss: 0.0275
-- Evaluation after Epoch [145/200], Test Loss: 0.0699
Epoch [146/200], Loss: 0.0268
Epoch [147/200], Loss: 0.0265
Epoch [148/200], Loss: 0.0272
Epoch [149/200], Loss: 0.0268
Epoch [150/200], Loss: 0.0268
-- Evaluation after Epoch [150/200], Test Loss: 0.0688
Epoch [151/200], Loss: 0.0281
Epoch [152/200], Loss: 0.0279
Epoch [153/200], Loss: 0.0284
Epoch [154/200], Loss: 0.0288
Epoch [155/200], Loss: 0.0276
-- Evaluation after Epoch [155/200], Test Loss: 0.0689
Epoch [156/200], Loss: 0.0266
Epoch [157/200], Loss: 0.0262
Epoch [158/200], Loss: 0.0256
Epoch [159/200], Loss: 0.0253
Epoch [160/200], Loss: 0.0254
-- Evaluation after Epoch [160/200], Test Loss: 0.0604
Epoch [161/200], Loss: 0.0254
Epoch [162/200], Loss: 0.0253
Epoch [163/200], Loss: 0.0258
Epoch [164/200], Loss: 0.0242
Epoch [165/200], Loss: 0.0249
-- Evaluation after Epoch [165/200], Test Loss: 0.0554
New best test loss: 0.0554. Saving model.
Epoch [166/200], Loss: 0.0242
Epoch [167/200], Loss: 0.0249
Epoch [168/200], Loss: 0.0250
Epoch [169/200], Loss: 0.0259
Epoch [170/200], Loss: 0.0253
-- Evaluation after Epoch [170/200], Test Loss: 0.0530
New best test loss: 0.0530. Saving model.
Epoch [171/200], Loss: 0.0249
Epoch [172/200], Loss: 0.0253
Epoch [173/200], Loss: 0.0260
Epoch [174/200], Loss: 0.0272
Epoch [175/200], Loss: 0.0276
-- Evaluation after Epoch [175/200], Test Loss: 0.0654
Epoch [176/200], Loss: 0.0285
Epoch [177/200], Loss: 0.0264
Epoch [178/200], Loss: 0.0250
Epoch [179/200], Loss: 0.0243
Epoch [180/200], Loss: 0.0234
-- Evaluation after Epoch [180/200], Test Loss: 0.0556
Epoch [181/200], Loss: 0.0228
Epoch [182/200], Loss: 0.0226
Epoch [183/200], Loss: 0.0224
Epoch [184/200], Loss: 0.0217
Epoch [185/200], Loss: 0.0222
-- Evaluation after Epoch [185/200], Test Loss: 0.0547
Epoch [186/200], Loss: 0.0217
